  QueueTimes | ServiceTimes | SojournTimes
       0.094 |        0.332 |        0.427
       0.038 |        1.063 |        1.101
       0.079 |        0.459 |        0.537
       0.111 |        0.770 |        0.881
       0.080 |        0.683 |        0.763
       0.084 |        1.933 |        2.016
       0.079 |        2.181 |        2.260
       0.111 |        0.392 |        0.503
       0.081 |        0.371 |        0.452
       0.077 |        0.311 |        0.388
       0.079 |        0.344 |        0.423
       0.120 |        0.762 |        0.882
       0.081 |        0.335 |        0.416
       0.082 |        1.283 |        1.365
       0.078 |        0.367 |        0.445
       0.110 |        0.671 |        0.781
       0.080 |        0.513 |        0.593
       0.164 |        0.273 |        0.437
       0.080 |        0.662 |        0.741
       0.112 |        1.587 |        1.700
       0.081 |        0.818 |        0.900
       0.081 |        0.349 |        0.431
       0.078 |        0.479 |        0.557
       0.110 |        0.426 |        0.537
       0.084 |        0.879 |        0.963
       0.077 |        0.524 |        0.601
       0.079 |        0.327 |        0.405
       0.111 |        0.598 |        0.709
       0.080 |        0.365 |        0.445
       0.083 |        0.356 |        0.440
       0.079 |        0.436 |        0.515
       0.111 |        0.534 |        0.645
       0.082 |        0.945 |        1.028
       0.079 |        0.520 |        0.599
       0.080 |        0.608 |        0.688
       0.080 |        0.591 |        0.672
       0.111 |        1.269 |        1.379
       0.083 |        0.968 |        1.051
       0.078 |        0.489 |        0.567
       0.111 |        0.393 |        0.504
       0.083 |        0.686 |        0.769
       0.526 |        1.272 |        1.798
       0.110 |        0.499 |        0.609
       0.111 |        0.470 |        0.581
       0.080 |        2.031 |        2.112
       0.082 |        2.140 |        2.222
       0.107 |        0.329 |        0.437
       0.114 |        0.350 |        0.465
       0.080 |        1.281 |        1.360
       0.108 |        0.436 |        0.544
       0.076 |        1.977 |        2.053
       0.082 |        0.338 |        0.420
       0.114 |        1.760 |        1.873
       0.095 |        0.411 |        0.506
       0.111 |        1.345 |        1.456
       0.081 |        0.717 |        0.798
       0.111 |        1.104 |        1.215
       0.079 |        0.510 |        0.589
       0.108 |        1.545 |        1.653
       0.079 |        0.418 |        0.497
       0.111 |        1.051 |        1.163
       0.083 |        1.060 |        1.142
       0.083 |        0.520 |        0.603
       0.082 |        0.957 |        1.038
       0.094 |        0.471 |        0.564
       0.366 |        1.538 |        1.904
       0.110 |        0.450 |        0.559
       0.085 |        1.462 |        1.547
       0.086 |        0.855 |        0.941
       0.110 |        1.312 |        1.421
       0.111 |        0.193 |        0.304
       0.109 |        0.255 |        0.364
       0.093 |        1.592 |        1.686
       0.094 |        0.582 |        0.676
       0.074 |        0.232 |        0.305
       0.074 |        1.207 |        1.281
       0.075 |        0.435 |        0.510
       0.078 |        0.345 |        0.423
       0.107 |        0.468 |        0.575
       0.079 |        1.731 |        1.809
       0.087 |        1.031 |        1.118
       0.108 |        0.682 |        0.790
       0.076 |        0.340 |        0.416
       0.086 |        0.440 |        0.526
       0.083 |        0.732 |        0.815
       0.111 |        0.904 |        1.016
       0.299 |        0.666 |        0.965
       0.082 |        0.737 |        0.818
       0.082 |        1.051 |        1.132
       0.109 |        0.331 |        0.440
       0.078 |        0.772 |        0.850
       0.081 |        0.441 |        0.522
       0.083 |        0.388 |        0.471
       0.108 |        1.234 |        1.342
       0.381 |        0.517 |        0.898
       0.081 |        1.099 |        1.181
       0.080 |        0.902 |        0.983
       0.111 |        0.579 |        0.689
       0.080 |        0.645 |        0.725
       0.082 |        0.426 |        0.508
       0.078 |        0.341 |        0.419
       0.275 |        0.603 |        0.878
       0.082 |        0.763 |        0.846
       0.082 |        0.393 |        0.475
       0.080 |        0.276 |        0.356
       0.108 |        0.582 |        0.690
       0.078 |        1.111 |        1.189
       0.081 |        1.327 |        1.408
       0.083 |        1.561 |        1.644
       0.110 |        0.617 |        0.727
       0.110 |        0.314 |        0.424
       0.082 |        0.561 |        0.643
       0.079 |        0.435 |        0.514
       0.109 |        0.486 |        0.596
       0.076 |        0.356 |        0.432
       0.082 |        0.506 |        0.588
       0.109 |        0.330 |        0.439
       0.081 |        1.084 |        1.165
       0.304 |        2.489 |        2.793
       0.081 |        1.250 |        1.331
       0.111 |        0.411 |        0.521
       0.108 |        0.602 |        0.711
       0.080 |        0.326 |        0.407
       0.081 |        0.816 |        0.898
       0.092 |        1.197 |        1.289
       0.077 |        1.632 |        1.709
       0.112 |        0.529 |        0.641
       0.108 |        0.784 |        0.892
       0.081 |        1.925 |        2.006
       0.557 |        0.625 |        1.182
       0.108 |        1.573 |        1.681
       0.083 |        0.554 |        0.637
       0.082 |        0.989 |        1.071
       0.083 |        1.187 |        1.270
       0.417 |        0.766 |        1.183
       0.082 |        0.428 |        0.511
       0.080 |        1.013 |        1.093
       0.330 |        0.770 |        1.100
       0.083 |        0.607 |        0.690
       0.089 |        0.559 |        0.648
       0.083 |        1.560 |        1.643
       0.112 |        0.444 |        0.556
       0.098 |        0.549 |        0.647
       0.079 |        1.384 |        1.463
       0.090 |        0.544 |        0.635
       0.109 |        0.352 |        0.461
       0.083 |        0.280 |        0.363
       0.110 |        1.978 |        2.087
       0.099 |        2.077 |        2.176
       0.379 |        0.935 |        1.314
       0.080 |        1.117 |        1.197
       0.080 |        0.460 |        0.540
       0.082 |        0.727 |        0.809
       0.288 |        1.048 |        1.337
       0.082 |        1.694 |        1.775
       0.112 |        0.268 |        0.380
       0.080 |        0.441 |        0.521
       0.109 |        0.756 |        0.865
       0.080 |        1.015 |        1.096
       0.078 |        1.007 |        1.085
       0.082 |        0.868 |        0.951
       0.082 |        0.330 |        0.413
       0.109 |        2.130 |        2.240
       0.110 |        0.608 |        0.718
       0.079 |        0.628 |        0.707
       0.082 |        0.312 |        0.394
       0.111 |        1.568 |        1.679
       0.079 |        0.817 |        0.896
       0.082 |        0.521 |        0.603
       0.083 |        0.353 |        0.435
       0.083 |        1.029 |        1.112
       0.282 |        0.367 |        0.649
       0.118 |        0.471 |        0.588
       0.079 |        2.347 |        2.426
       0.080 |        0.709 |        0.789
       0.077 |        0.310 |        0.386
       0.081 |        0.380 |        0.460
       0.122 |        0.525 |        0.647
       0.079 |        0.869 |        0.949
       0.278 |        2.259 |        2.537
       0.081 |        0.344 |        0.426
       0.080 |        0.952 |        1.032
       0.081 |        2.445 |        2.526
       0.080 |        0.735 |        0.815
       0.077 |        1.376 |        1.453
       0.081 |        0.614 |        0.695
       0.077 |        1.313 |        1.390
       0.080 |        0.470 |        0.550
       0.279 |        2.046 |        2.325
       0.079 |        0.294 |        0.372
       0.079 |        0.558 |        0.637
       0.083 |        0.325 |        0.407
       0.078 |        0.367 |        0.445
       0.082 |        0.461 |        0.543
       0.078 |        0.517 |        0.595
       0.080 |        0.476 |        0.557
       0.274 |        0.601 |        0.876
       0.110 |        1.268 |        1.377
       0.079 |        1.970 |        2.049
       0.081 |        0.403 |        0.485
       0.077 |        0.449 |        0.526
       0.078 |        0.517 |        0.595
       0.082 |        1.703 |        1.785
       0.081 |        0.735 |        0.816
       0.291 |        0.424 |        0.715
       0.078 |        0.550 |        0.628
       0.082 |        0.539 |        0.621
       0.079 |        1.654 |        1.733
       0.076 |        0.400 |        0.477
       0.080 |        0.998 |        1.078
       0.083 |        0.480 |        0.562
       0.081 |        0.815 |        0.896
       0.280 |        1.128 |        1.407
       0.077 |        0.468 |        0.545
       0.082 |        1.072 |        1.153
       0.081 |        0.363 |        0.444
       0.085 |        0.290 |        0.375
       0.106 |        0.573 |        0.679
       0.084 |        0.485 |        0.569
       0.082 |        0.275 |        0.357
       0.272 |        0.805 |        1.077
       0.079 |        0.332 |        0.411
       0.083 |        0.547 |        0.630
       0.080 |        0.277 |        0.357
       0.079 |        0.469 |        0.549
       0.079 |        1.144 |        1.223
       0.083 |        1.872 |        1.955
       0.275 |        0.388 |        0.663
       0.124 |        0.433 |        0.557
       0.080 |        1.430 |        1.511
       0.082 |        0.566 |        0.648
       0.094 |        0.613 |        0.707
       0.077 |        0.336 |        0.413
       0.063 |        0.295 |        0.358
       0.083 |        0.405 |        0.489
       0.081 |        0.272 |        0.353
       0.273 |        0.380 |        0.653
       0.081 |        0.970 |        1.050
       0.081 |        0.259 |        0.341
       0.079 |        1.243 |        1.322
       0.079 |        0.319 |        0.398
       0.078 |        0.493 |        0.571
       0.075 |        0.446 |        0.521
       0.110 |        0.327 |        0.437
       0.274 |        0.999 |        1.272
       0.080 |        0.394 |        0.474
       0.079 |        0.690 |        0.769
       0.082 |        0.916 |        0.999
       0.111 |        0.401 |        0.511
       0.080 |        0.541 |        0.622
       0.081 |        0.345 |        0.426
       0.079 |        0.219 |        0.298
       0.126 |        0.693 |        0.819
       0.104 |        0.759 |        0.863
       0.081 |        0.440 |        0.521
       0.080 |        0.442 |        0.522
       0.078 |        0.861 |        0.939
       0.078 |        1.244 |        1.321
       0.074 |        0.715 |        0.788
       0.078 |        0.739 |        0.816
       0.286 |        0.594 |        0.880
       0.080 |        1.109 |        1.189
       0.086 |        1.475 |        1.561
       0.077 |        0.474 |        0.551
       0.119 |        0.721 |        0.840
       0.073 |        0.736 |        0.809
       0.072 |        0.228 |        0.300
       0.093 |        0.267 |        0.360
       0.082 |        1.028 |        1.109
       0.073 |        0.356 |        0.428
       0.109 |        0.978 |        1.087
       0.073 |        0.389 |        0.462
       0.096 |        0.244 |        0.340
       0.072 |        0.959 |        1.031
       0.072 |        0.277 |        0.349
       0.109 |        1.261 |        1.370
       0.081 |        0.441 |        0.521
       0.273 |        1.849 |        2.122
       0.080 |        0.256 |        0.337
       0.078 |        0.450 |        0.528
       0.078 |        0.496 |        0.573
       0.082 |        0.790 |        0.871
       0.082 |        1.710 |        1.792
       0.080 |        0.720 |        0.800
       0.084 |        1.995 |        2.079
       0.279 |        0.840 |        1.119
       0.082 |        0.311 |        0.393
       0.082 |        0.836 |        0.918
       0.077 |        1.049 |        1.126
       0.083 |        0.675 |        0.758
       0.109 |        0.568 |        0.677
       0.081 |        1.125 |        1.206
       0.276 |        0.772 |        1.048
       0.082 |        1.619 |        1.701
       0.082 |        0.440 |        0.522
       0.079 |        0.397 |        0.476
       0.076 |        0.486 |        0.562
       0.093 |        0.408 |        0.501
       0.083 |        0.295 |        0.379
       0.080 |        1.308 |        1.388
       0.277 |        1.654 |        1.931
       0.081 |        0.807 |        0.888
       0.083 |        0.495 |        0.577
       0.109 |        0.525 |        0.634
       0.108 |        0.373 |        0.481
       0.109 |        0.856 |        0.965
       0.082 |        0.772 |        0.854
       0.080 |        1.352 |        1.432
       0.111 |        0.302 |        0.412
       0.081 |        0.559 |        0.640
       0.079 |        0.605 |        0.684
       0.081 |        0.312 |        0.392
       0.081 |        0.373 |        0.454
       0.083 |        0.587 |        0.670
       0.082 |        0.348 |        0.430
       0.108 |        0.719 |        0.827
       0.119 |        0.575 |        0.694
       0.083 |        0.445 |        0.528
       0.081 |        0.633 |        0.714
       0.109 |        0.428 |        0.537
       0.079 |        1.059 |        1.138
       0.109 |        2.333 |        2.442
       0.275 |        0.342 |        0.618
       0.082 |        1.243 |        1.325
       0.082 |        0.458 |        0.540
       0.078 |        2.265 |        2.343
       0.081 |        1.508 |        1.589
       0.083 |        0.386 |        0.470
       0.080 |        1.068 |        1.148
       0.082 |        0.312 |        0.395
       0.275 |        1.092 |        1.367
       0.096 |        0.540 |        0.636
       0.754 |        0.343 |        1.098
       0.080 |        0.518 |        0.598
       0.086 |        1.096 |        1.182
       0.108 |        1.041 |        1.149
       0.078 |        1.003 |        1.081
       0.080 |        1.612 |        1.692
       0.110 |        0.235 |        0.345
       0.095 |        0.733 |        0.828
       0.039 |        0.263 |        0.302
       0.100 |        1.079 |        1.180
       0.079 |        1.178 |        1.257
       0.082 |        0.498 |        0.579
       0.081 |        0.457 |        0.538
       0.079 |        0.766 |        0.845
       0.593 |        0.274 |        0.866
       1.131 |        0.741 |        1.872
       0.068 |        0.271 |        0.338
       0.073 |        1.096 |        1.169
       0.078 |        0.992 |        1.070
       1.288 |        0.325 |        1.613
       0.072 |        0.433 |        0.505
       0.077 |        2.125 |        2.202
       0.084 |        0.840 |        0.924
       0.073 |        0.323 |        0.395
       0.071 |        0.344 |        0.415
       0.082 |        0.399 |        0.482
       0.092 |        1.690 |        1.782
       0.071 |        0.373 |        0.443
       0.092 |        1.112 |        1.204
       0.082 |        0.796 |        0.878
       0.041 |        0.419 |        0.460
       0.081 |        2.085 |        2.166
       0.075 |        1.336 |        1.410
       0.087 |        0.606 |        0.693
       0.078 |        0.379 |        0.457
       0.076 |        0.717 |        0.794
       0.087 |        0.372 |        0.459
       0.110 |        0.407 |        0.516
       0.067 |        0.419 |        0.486
       0.073 |        0.481 |        0.555
       0.082 |        0.556 |        0.639
       0.079 |        0.281 |        0.360
       0.073 |        0.403 |        0.476
       0.073 |        0.867 |        0.940
       0.067 |        0.678 |        0.745
       0.095 |        1.314 |        1.409
       0.077 |        1.268 |        1.345
       0.074 |        0.266 |        0.340
       0.108 |        0.577 |        0.685
       0.083 |        0.601 |        0.683
       0.113 |        0.349 |        0.462
       0.094 |        0.689 |        0.782
       0.078 |        0.583 |        0.661
       0.110 |        0.416 |        0.527
       0.082 |        1.981 |        2.063
       0.109 |        0.603 |        0.712
       0.108 |        0.292 |        0.400
       0.079 |        0.360 |        0.440
       0.081 |        2.174 |        2.255
       0.109 |        0.441 |        0.551
       0.085 |        0.530 |        0.615
       0.111 |        0.709 |        0.820
       0.083 |        1.494 |        1.577
       0.110 |        1.287 |        1.397
       0.287 |        0.314 |        0.600
       0.078 |        0.634 |        0.712
       0.078 |        1.122 |        1.199
       0.108 |        0.382 |        0.490
       0.078 |        0.424 |        0.501
       0.111 |        0.369 |        0.480
       0.080 |        0.772 |        0.852
       0.111 |        2.095 |        2.206
       0.111 |        0.493 |        0.604
       0.079 |        0.389 |        0.468
       0.110 |        0.700 |        0.811
       0.096 |        0.282 |        0.378
       0.076 |        1.440 |        1.516
       0.081 |        0.373 |        0.454
       0.110 |        2.040 |        2.151
       0.085 |        0.378 |        0.462
       0.082 |        0.457 |        0.539
       0.080 |        1.243 |        1.323
       0.112 |        0.560 |        0.672
       0.108 |        0.382 |        0.491
       0.078 |        0.338 |        0.416
       0.081 |        0.763 |        0.844
       0.111 |        0.365 |        0.476
       0.110 |        1.726 |        1.836
       0.111 |        0.313 |        0.424
       0.079 |        0.828 |        0.907
       0.111 |        1.012 |        1.123
       0.080 |        0.332 |        0.412
       0.079 |        1.878 |        1.957
       0.094 |        0.370 |        0.465
       0.117 |        1.870 |        1.987
       0.111 |        1.393 |        1.504
       0.110 |        1.054 |        1.165
       0.080 |        0.349 |        0.428
       0.112 |        2.204 |        2.316
       0.079 |        0.321 |        0.401
       0.131 |        2.384 |        2.515
       0.110 |        0.811 |        0.921
       0.111 |        1.164 |        1.275
       0.088 |        2.334 |        2.422
       0.108 |        0.746 |        0.855
       0.077 |        0.323 |        0.400
       0.110 |        0.448 |        0.557
       0.109 |        0.695 |        0.804
       0.077 |        1.254 |        1.331
       0.112 |        0.535 |        0.647
       0.111 |        0.361 |        0.472
       0.080 |        0.533 |        0.613
       0.109 |        0.424 |        0.533
       0.078 |        0.582 |        0.661
       0.112 |        0.485 |        0.596
       0.109 |        0.663 |        0.772
       0.076 |        1.127 |        1.203
       0.112 |        0.301 |        0.413
       0.111 |        0.590 |        0.701
       0.078 |        0.704 |        0.782
       0.112 |        0.407 |        0.518
       0.079 |        0.333 |        0.412
       0.111 |        0.326 |        0.437
       0.110 |        1.206 |        1.315
       0.078 |        0.763 |        0.841
       0.110 |        1.339 |        1.450
       0.111 |        2.023 |        2.135
       0.109 |        0.420 |        0.529
       0.084 |        1.974 |        2.058
       0.112 |        0.421 |        0.533
       0.079 |        1.684 |        1.763
       0.110 |        0.846 |        0.956
       0.078 |        0.472 |        0.551
       0.103 |        1.285 |        1.388
       0.111 |        1.873 |        1.984
       0.109 |        1.952 |        2.061
       0.111 |        0.415 |        0.526
       0.080 |        0.488 |        0.569
       0.080 |        1.821 |        1.901
       0.081 |        0.334 |        0.415
       0.111 |        0.745 |        0.856
       0.080 |        2.174 |        2.255
       0.111 |        0.505 |        0.616
       0.085 |        0.548 |        0.633
       0.079 |        0.415 |        0.495
       0.111 |        1.861 |        1.972
       0.080 |        1.570 |        1.650
       0.079 |        0.897 |        0.976
       0.110 |        0.605 |        0.715
       0.076 |        0.939 |        1.015
       0.109 |        1.137 |        1.246
       0.078 |        0.388 |        0.465
       0.079 |        1.134 |        1.213
       0.095 |        0.337 |        0.432
       0.084 |        0.419 |        0.503
       0.079 |        1.132 |        1.211
       0.111 |        0.214 |        0.325
       0.111 |        0.569 |        0.680
       0.079 |        1.952 |        2.031
       0.080 |        0.977 |        1.056
       0.111 |        0.445 |        0.556
       0.080 |        1.394 |        1.474
       0.079 |        2.303 |        2.382
       0.095 |        0.680 |        0.775
       0.077 |        1.805 |        1.882
       0.181 |        2.229 |        2.411
       0.079 |        0.336 |        0.416
       0.079 |        1.642 |        1.722
       0.113 |        0.350 |        0.463
       0.080 |        1.537 |        1.617
       0.111 |        1.355 |        1.465
       0.080 |        2.344 |        2.425
       0.078 |        0.289 |        0.367
       0.113 |        1.681 |        1.795
       0.078 |        0.385 |        0.463
       0.079 |        0.597 |        0.676
       0.112 |        0.594 |        0.706
       0.079 |        0.313 |        0.392
       0.114 |        0.659 |        0.773
       0.082 |        0.327 |        0.408
       0.086 |        1.112 |        1.198
       0.078 |        0.379 |        0.457
       0.233 |        0.624 |        0.856
       0.112 |        1.374 |        1.486
       0.287 |        0.478 |        0.765
       0.083 |        0.449 |        0.532
       0.111 |        0.399 |        0.510
       0.077 |        0.334 |        0.411
       0.081 |        0.406 |        0.487
       0.080 |        0.448 |        0.528
       0.077 |        1.282 |        1.359
       0.277 |        0.328 |        0.605
       0.113 |        1.800 |        1.914
       0.095 |        1.351 |        1.446
       0.079 |        2.598 |        2.677
       0.079 |        0.449 |        0.528
       0.078 |        0.547 |        0.625
       0.078 |        0.429 |        0.508
       0.079 |        1.690 |        1.768
       0.112 |        0.439 |        0.551
       0.112 |        0.396 |        0.507
       0.148 |        0.745 |        0.893
       0.081 |        1.003 |        1.083
       0.079 |        2.100 |        2.180
       0.077 |        2.039 |        2.116
       0.078 |        1.945 |        2.023
       0.079 |        0.754 |        0.834
       0.112 |        0.442 |        0.554
       0.112 |        0.472 |        0.583
       0.112 |        0.558 |        0.670
       0.078 |        1.019 |        1.097
       0.078 |        0.853 |        0.931
       0.079 |        1.547 |        1.627
       0.076 |        1.237 |        1.313
       0.112 |        0.929 |        1.041
       0.080 |        1.582 |        1.662
       0.111 |        0.448 |        0.559
       0.111 |        1.086 |        1.197
       0.079 |        0.313 |        0.393
       0.079 |        1.466 |        1.545
       0.080 |        0.360 |        0.439
       0.080 |        0.632 |        0.712
       0.114 |        0.420 |        0.534
       0.078 |        0.321 |        0.400
       0.112 |        1.137 |        1.249
       0.165 |        0.424 |        0.589
       0.079 |        0.388 |        0.467
       0.079 |        1.588 |        1.667
       0.079 |        1.039 |        1.118
       0.112 |        0.280 |        0.392
       0.079 |        1.272 |        1.352
       0.078 |        0.316 |        0.395
       0.112 |        0.414 |        0.526
       0.276 |        0.660 |        0.936
       0.090 |        0.910 |        1.000
       0.078 |        0.610 |        0.688
       0.081 |        0.909 |        0.990
       0.112 |        1.029 |        1.141
       0.079 |        0.569 |        0.649
       0.079 |        0.731 |        0.810
       0.111 |        1.097 |        1.207
       0.094 |        0.313 |        0.407
       0.076 |        0.449 |        0.525
       0.076 |        0.757 |        0.833
       0.079 |        0.366 |        0.444
       0.103 |        0.555 |        0.658
       0.076 |        1.477 |        1.553
       0.079 |        1.008 |        1.087
       0.096 |        0.280 |        0.376
       0.094 |        0.717 |        0.810
       0.071 |        0.543 |        0.614
       0.073 |        0.677 |        0.749
       0.072 |        0.313 |        0.385
       0.088 |        0.282 |        0.370
       0.073 |        0.380 |        0.453
       0.078 |        0.255 |        0.333
       0.096 |        0.647 |        0.743
       0.095 |        0.657 |        0.752
       0.072 |        0.243 |        0.315
       0.071 |        0.201 |        0.272
       0.072 |        0.429 |        0.500
       0.096 |        0.690 |        0.786
       0.073 |        0.324 |        0.396
       0.069 |        0.311 |        0.380
       0.095 |        0.556 |        0.651
       0.095 |        0.431 |        0.526
       0.078 |        0.253 |        0.332
       0.068 |        1.249 |        1.317
       0.078 |        1.671 |        1.749
       0.110 |        0.826 |        0.936
       0.066 |        1.593 |        1.659
       0.068 |        0.168 |        0.237
       0.096 |        0.594 |        0.690
       0.073 |        0.266 |        0.340
       0.518 |        1.258 |        1.776
       0.068 |        0.598 |        0.666
       0.069 |        0.245 |        0.314
       0.097 |        0.433 |        0.530
       0.068 |        0.339 |        0.407
       0.071 |        0.763 |        0.834
       0.072 |        0.502 |        0.574
       0.265 |        0.487 |        0.752
       0.087 |        1.162 |        1.249
       0.071 |        0.733 |        0.804
       0.073 |        0.496 |        0.569
       0.096 |        1.909 |        2.005
       0.068 |        0.421 |        0.488
       0.067 |        1.001 |        1.069
       0.075 |        0.293 |        0.368
       0.099 |        0.838 |        0.937
       0.096 |        0.802 |        0.898
       0.079 |        0.387 |        0.466
       0.079 |        0.666 |        0.745
       0.112 |        0.345 |        0.457
       0.079 |        1.774 |        1.853
       0.079 |        0.731 |        0.810
       0.079 |        0.490 |        0.569
       0.112 |        0.355 |        0.467
       0.110 |        0.895 |        1.005
       0.079 |        0.317 |        0.396
       0.088 |        1.684 |        1.772
       0.079 |        0.301 |        0.379
       0.110 |        0.977 |        1.087
       0.080 |        1.825 |        1.905
       0.079 |        0.972 |        1.051
       0.113 |        0.333 |        0.447
       0.110 |        1.927 |        2.037
       0.082 |        0.774 |        0.856
       0.078 |        0.160 |        0.239
       0.078 |        0.397 |        0.475
       0.078 |        0.617 |        0.695
       0.077 |        0.940 |        1.017
       0.095 |        1.464 |        1.559
       0.122 |        0.803 |        0.925
       0.077 |        0.527 |        0.604
       0.110 |        1.589 |        1.699
       0.079 |        1.643 |        1.722
       0.079 |        1.151 |        1.230
       0.079 |        0.376 |        0.455
       0.081 |        0.457 |        0.538
       0.114 |        0.315 |        0.429
       0.111 |        2.186 |        2.297
       0.079 |        0.494 |        0.573
       0.111 |        1.284 |        1.395
       0.079 |        0.968 |        1.047
       0.075 |        0.720 |        0.795
       0.080 |        2.093 |        2.173
       0.080 |        0.720 |        0.800
       0.112 |        1.507 |        1.619
       0.113 |        1.828 |        1.941
       0.078 |        1.077 |        1.155
       0.111 |        0.457 |        0.568
       0.079 |        0.563 |        0.643
       0.079 |        0.740 |        0.819
       0.080 |        2.334 |        2.414
       0.079 |        1.182 |        1.261
       0.111 |        0.665 |        0.777
       0.275 |        1.151 |        1.426
       0.078 |        0.365 |        0.443
       0.126 |        0.482 |        0.608
       0.078 |        0.885 |        0.963
       0.079 |        1.647 |        1.726
       0.082 |        0.289 |        0.371
       0.080 |        0.203 |        0.283
       0.111 |        0.351 |        0.462
       0.112 |        2.349 |        2.460
       0.078 |        0.646 |        0.724
       0.429 |        0.353 |        0.782
       0.078 |        0.536 |        0.614
       0.280 |        2.203 |        2.483
       0.093 |        0.371 |        0.464
       0.079 |        0.676 |        0.756
       0.110 |        0.810 |        0.920
       0.273 |        1.136 |        1.409
       0.079 |        0.288 |        0.368
       0.080 |        0.677 |        0.757
       1.099 |        1.503 |        2.602
       0.080 |        1.079 |        1.160
       0.285 |        0.480 |        0.765
       0.113 |        2.379 |        2.492
       0.080 |        1.763 |        1.843
       0.091 |        1.733 |        1.824
       0.083 |        0.371 |        0.454
       0.080 |        0.380 |        0.460
       0.111 |        0.355 |        0.466
       0.080 |        0.330 |        0.410
       0.114 |        0.322 |        0.436
       0.111 |        1.124 |        1.235
       0.080 |        0.593 |        0.673
       0.112 |        0.306 |        0.418
       0.109 |        1.311 |        1.420
       0.079 |        1.391 |        1.470
       0.112 |        0.501 |        0.613
       0.079 |        1.267 |        1.346
       0.112 |        1.181 |        1.293
       0.112 |        0.439 |        0.551
       0.079 |        0.813 |        0.892
       0.133 |        0.438 |        0.571
       0.111 |        0.312 |        0.422
       0.080 |        1.525 |        1.604
       0.110 |        1.644 |        1.754
       0.080 |        0.773 |        0.853
       0.110 |        0.393 |        0.503
       0.110 |        0.844 |        0.954
       0.084 |        1.908 |        1.992
       0.110 |        0.698 |        0.807
       0.111 |        0.404 |        0.515
       0.081 |        0.829 |        0.910
       0.111 |        0.818 |        0.929
       0.080 |        0.626 |        0.707
       0.111 |        0.382 |        0.493
       0.111 |        0.935 |        1.047
       0.079 |        0.354 |        0.433
       0.112 |        0.346 |        0.458
       0.110 |        0.390 |        0.500
       0.080 |        0.363 |        0.443
       0.109 |        0.403 |        0.512
       0.080 |        0.626 |        0.707
       0.110 |        0.500 |        0.610
       0.112 |        1.961 |        2.072
       0.078 |        1.332 |        1.410
       0.112 |        0.387 |        0.499
       0.112 |        1.004 |        1.116
       0.079 |        0.534 |        0.613
       0.112 |        0.595 |        0.706
       0.079 |        0.179 |        0.258
