  QueueTimes | ServiceTimes | SojournTimes
   20825.918 |     4362.557 |    25188.475
   21390.520 |     4065.312 |    25455.833
   21168.760 |     4375.231 |    25543.991
   21489.477 |     4061.118 |    25550.595
   21823.737 |     3806.618 |    25630.355
   24420.590 |     1184.679 |    25605.269
   24461.724 |     1584.734 |    26046.458
   13420.369 |    13521.379 |    26941.748
   21376.560 |     5050.813 |    26427.373
   24253.438 |     2171.236 |    26424.674
   25022.034 |     1664.217 |    26686.252
   21121.314 |     5952.751 |    27074.066
   22635.783 |     4260.666 |    26896.449
   23735.389 |     3093.212 |    26828.601
   25195.403 |     1713.009 |    26908.411
   23997.566 |     3525.813 |    27523.378
   22191.831 |     5606.662 |    27798.493
   25192.562 |     2434.854 |    27627.416
   23900.750 |     3874.872 |    27775.622
   21312.263 |     7199.886 |    28512.149
   26091.750 |     3268.075 |    29359.825
   28180.605 |     1059.352 |    29239.957
   24860.586 |     4598.925 |    29459.511
   27399.416 |     1893.603 |    29293.019
   25432.403 |     4024.814 |    29457.217
   27612.872 |     1696.876 |    29309.749
   26145.148 |     3203.617 |    29348.765
   28407.830 |      841.872 |    29249.702
   28527.342 |      739.906 |    29267.248
   27775.298 |     1522.466 |    29297.764
   21897.654 |     8125.250 |    30022.904
   24918.105 |     4826.939 |    29745.044
   27070.176 |     2812.007 |    29882.183
   17441.549 |    13182.157 |    30623.706
   27081.526 |     2811.062 |    29892.588
   27167.307 |     2672.021 |    29839.328
   23918.379 |     6189.366 |    30107.745
   26582.848 |     3335.584 |    29918.432
   23664.628 |     6468.599 |    30133.227
   26122.364 |     3822.024 |    29944.388
   26490.339 |     3456.786 |    29947.125
   19118.381 |    11435.955 |    30554.335
   28392.547 |     1554.860 |    29947.407
   25490.281 |     4764.189 |    30254.471
   28599.468 |     1677.233 |    30276.701
   22209.352 |     8501.617 |    30710.969
   27756.413 |     2520.184 |    30276.597
   29273.872 |      922.828 |    30196.700
   29643.540 |      845.292 |    30488.832
   29673.421 |      942.705 |    30616.126
   29371.480 |     1594.925 |    30966.405
   29647.471 |     1379.783 |    31027.254
   29241.057 |     2117.287 |    31358.344
   29964.803 |     1508.399 |    31473.201
   27466.563 |     4640.792 |    32107.354
   30467.018 |     1418.872 |    31885.890
   31051.717 |     1045.272 |    32096.989
   29962.791 |     2342.167 |    32304.959
   22958.490 |    10444.920 |    33403.410
   29383.979 |     3687.595 |    33071.574
   30136.875 |     3210.132 |    33347.007
   29913.133 |     3529.228 |    33442.360
   30442.978 |     2784.261 |    33227.239
   30902.061 |     2636.117 |    33538.178
   30734.766 |     2848.179 |    33582.945
   33026.577 |      877.982 |    33904.559
   29761.702 |     4389.279 |    34150.981
   30093.804 |     4171.194 |    34264.998
   29427.745 |     4999.421 |    34427.167
   33477.464 |      826.733 |    34304.196
   29191.466 |     5488.935 |    34680.401
   29342.902 |     5368.652 |    34711.554
   31906.608 |     2520.237 |    34426.846
   30829.434 |     3812.425 |    34641.859
   29197.613 |     5893.681 |    35091.294
   21731.085 |    14122.745 |    35853.830
   26874.487 |     8964.499 |    35838.986
   29873.145 |     5774.823 |    35647.967
   29980.850 |     5655.501 |    35636.351
   32193.757 |     3552.502 |    35746.259
   33860.101 |     2047.966 |    35908.067
   31659.617 |     4502.743 |    36162.360
   29211.814 |     7261.896 |    36473.710
   30020.640 |     6341.035 |    36361.675
   29643.479 |     7075.972 |    36719.451
   29658.834 |     7068.940 |    36727.774
   35941.975 |      939.492 |    36881.467
   29649.882 |     7619.477 |    37269.360
   34006.327 |     3296.568 |    37302.895
   33091.230 |     4497.006 |    37588.236
   35663.821 |     1911.454 |    37575.275
   31085.420 |     6698.542 |    37783.962
   33930.029 |     3764.186 |    37694.214
   32690.951 |     5314.427 |    38005.378
   37006.283 |      963.033 |    37969.317
   34461.473 |     3665.746 |    38127.219
   29882.908 |     8597.006 |    38479.914
   35406.501 |     2769.901 |    38176.402
   34278.179 |     3999.875 |    38278.054
   36893.716 |     1338.666 |    38232.382
   34708.711 |     3901.591 |    38610.302
   36032.835 |     2616.074 |    38648.909
   34630.024 |     4253.873 |    38883.897
   34373.682 |     4531.076 |    38904.758
   29333.844 |    10054.766 |    39388.610
   34288.350 |     4743.223 |    39031.574
   31811.287 |     7314.579 |    39125.866
   36512.394 |     2714.373 |    39226.767
   34058.066 |     5340.211 |    39398.277
   35945.672 |     3504.959 |    39450.630
   38637.073 |      610.844 |    39247.917
   33466.433 |     6222.230 |    39688.663
   38644.913 |      696.450 |    39341.363
   33039.177 |     6784.835 |    39824.012
   36022.917 |     3971.826 |    39994.743
   38710.847 |     1245.083 |    39955.930
   37961.557 |     2118.276 |    40079.833
   37487.827 |     2749.930 |    40237.756
   35290.001 |     5204.641 |    40494.642
   38683.552 |     1571.925 |    40255.477
   38723.025 |     1575.323 |    40298.348
   29200.178 |    11949.094 |    41149.272
   37284.033 |     3331.619 |    40615.652
   37888.493 |     2847.024 |    40735.516
   37514.955 |     3311.654 |    40826.609
   38433.739 |     2495.090 |    40928.829
   39314.393 |     1612.525 |    40926.918
   35448.505 |     5797.178 |    41245.684
   40016.677 |      932.426 |    40949.103
   38024.277 |     3147.873 |    41172.150
   39169.953 |     1923.189 |    41093.142
   36311.911 |     5167.194 |    41479.105
   38114.927 |     3237.015 |    41351.942
   39246.636 |     2075.860 |    41322.496
   34253.874 |     7567.131 |    41821.005
   37565.721 |     4164.233 |    41729.954
   40050.637 |     1459.691 |    41510.328
   40856.447 |      543.056 |    41399.502
   37923.002 |     3888.815 |    41811.816
   40854.934 |      775.612 |    41630.546
   39926.480 |     1922.063 |    41848.543
   40135.345 |     1677.013 |    41812.358
   38295.470 |     3799.131 |    42094.601
   33453.517 |     8969.377 |    42422.893
   38075.633 |     4289.286 |    42364.919
   40606.563 |     1645.605 |    42252.168
   39359.206 |     3102.557 |    42461.763
   41408.094 |      958.314 |    42366.408
   37760.082 |     5369.639 |    43129.721
   40804.405 |     1954.182 |    42758.588
   41907.851 |      826.274 |    42734.125
   40210.152 |     2751.242 |    42961.393
   42122.155 |      670.206 |    42792.361
   41128.723 |     2036.639 |    43165.362
   39263.104 |     4298.955 |    43562.059
   40267.980 |     3286.497 |    43554.477
   41350.814 |     2543.164 |    43893.978
   41433.387 |     2600.846 |    44034.233
   41725.543 |     2387.812 |    44113.356
   42659.726 |     1551.197 |    44210.923
   43860.800 |      289.095 |    44149.896
   41605.755 |     2969.338 |    44575.093
   35247.511 |     9915.002 |    45162.513
   41046.501 |     3872.510 |    44919.011
   43187.922 |     1515.670 |    44703.591
   42923.843 |     1901.821 |    44825.664
   41564.411 |     3430.611 |    44995.022
   42157.637 |     2832.937 |    44990.574
   42977.032 |     2136.815 |    45113.847
   42657.428 |     2571.674 |    45229.102
   38764.639 |     6949.132 |    45713.772
   41127.722 |     4434.364 |    45562.086
   42809.078 |     2616.792 |    45425.870
   43598.907 |     1802.724 |    45401.632
   44786.294 |      618.010 |    45404.303
   44635.415 |      888.067 |    45523.483
   39254.729 |     6876.444 |    46131.173
   44891.560 |     1037.888 |    45929.448
   44055.665 |     2002.046 |    46057.711
   42598.558 |     3746.159 |    46344.717
   45339.363 |     1075.763 |    46415.126
   40548.087 |     6338.679 |    46886.766
   40277.868 |     6680.185 |    46958.053
   41198.891 |     5738.090 |    46936.980
   41445.010 |     5538.047 |    46983.056
   44353.474 |     2559.531 |    46913.005
   44809.131 |     2067.132 |    46876.263
   42092.229 |     5041.574 |    47133.802
   44634.060 |     2530.750 |    47164.810
   45249.598 |     2132.726 |    47382.325
   44718.033 |     2946.782 |    47664.815
   41765.518 |     6259.216 |    48024.734
   45399.612 |     2448.633 |    47848.244
   45285.445 |     2544.372 |    47829.817
   46392.417 |     1528.473 |    47920.890
   39883.189 |     8733.629 |    48616.818
   46646.057 |     1340.312 |    47986.370
   44125.877 |     4194.879 |    48320.756
   44391.499 |     4021.806 |    48413.305
   45929.277 |     2475.184 |    48404.460
   46266.957 |     2430.651 |    48697.608
   47919.323 |      688.992 |    48608.315
   45894.542 |     2905.892 |    48800.434
   41031.569 |     8444.632 |    49476.201
   47725.356 |     1313.877 |    49039.234
   48622.277 |      409.944 |    49032.222
   41890.318 |     7726.216 |    49616.534
   46461.513 |     2841.873 |    49303.386
   45901.064 |     3506.951 |    49408.015
   47600.647 |     1632.769 |    49233.416
   48561.589 |      658.060 |    49219.649
   40499.829 |     9551.265 |    50051.094
   46691.404 |     2780.831 |    49472.235
   48553.544 |      904.193 |    49457.737
   42618.561 |     7421.584 |    50040.144
   46644.967 |     3171.866 |    49816.833
   49273.196 |      501.890 |    49775.086
   43878.496 |     6422.890 |    50301.386
   38973.474 |    11817.381 |    50790.855
   47910.437 |     2604.458 |    50514.895
   49265.516 |     1422.850 |    50688.366
   46587.569 |     4536.001 |    51123.570
   46584.924 |     4535.436 |    51120.359
   49118.911 |     1822.828 |    50941.739
   46808.129 |     4569.001 |    51377.130
   48040.770 |     3416.960 |    51457.729
   45211.026 |     6690.871 |    51901.897
   50326.690 |     1276.650 |    51603.340
   40864.154 |    11616.350 |    52480.504
   49123.364 |     2617.998 |    51741.362
   49528.598 |     2274.083 |    51802.681
   49059.208 |     2837.233 |    51896.440
   49699.923 |     2184.621 |    51884.544
   47234.257 |     4992.410 |    52226.667
   49410.571 |     3048.378 |    52458.950
   45829.802 |     7122.118 |    52951.920
   49478.595 |     3110.196 |    52588.791
   48651.395 |     4066.282 |    52717.677
   51690.353 |      863.338 |    52553.692
   47672.403 |     5149.958 |    52822.361
   45531.396 |     7505.848 |    53037.244
   45239.147 |     7859.520 |    53098.667
   51781.514 |      760.728 |    52542.242
   48193.098 |     4615.618 |    52808.716
   50063.283 |     2602.336 |    52665.619
   50823.671 |     2083.100 |    52906.771
   49835.270 |     3197.319 |    53032.590
   49193.870 |     3993.381 |    53187.251
   47966.069 |     5322.461 |    53288.530
   51959.040 |     1092.747 |    53051.787
   49944.698 |     3247.146 |    53191.844
   50812.538 |     2455.354 |    53267.892
   51605.687 |     1813.351 |    53419.038
   52391.836 |      844.775 |    53236.611
   52375.273 |     1139.465 |    53514.738
   52874.276 |      712.239 |    53586.515
   52378.859 |     1533.507 |    53912.365
   52906.114 |     1076.095 |    53982.209
   50996.002 |     3277.937 |    54273.939
   52437.408 |     1712.653 |    54150.061
   52418.616 |     1781.770 |    54200.387
   52351.923 |     1851.330 |    54203.253
   51754.078 |     2550.252 |    54304.330
   52390.162 |     1972.013 |    54362.175
   52378.508 |     2192.724 |    54571.232
   53502.551 |     1137.200 |    54639.751
   47161.570 |     8236.520 |    55398.090
   48972.009 |     6404.758 |    55376.767
   51405.714 |     3873.247 |    55278.961
   49172.361 |     6290.991 |    55463.352
   54019.956 |     1056.283 |    55076.239
   52734.083 |     2452.623 |    55186.706
   52934.075 |     2263.345 |    55197.420
   49641.136 |     5909.654 |    55550.790
   51775.169 |     3683.620 |    55458.789
   53687.010 |     1494.811 |    55181.821
   53968.841 |     1287.618 |    55256.459
   53968.852 |     1453.724 |    55422.576
   54672.475 |      870.085 |    55542.560
   52378.516 |     3454.105 |    55832.620
   51145.369 |     4952.983 |    56098.352
   54920.267 |     1043.468 |    55963.735
   54972.632 |     1153.588 |    56126.220
   53202.084 |     3316.291 |    56518.375
   55079.571 |     1337.379 |    56416.951
   54138.225 |     2439.504 |    56577.729
   52395.754 |     4639.330 |    57035.084
   54259.774 |     2706.563 |    56966.337
   54018.065 |     2986.615 |    57004.680
   55862.011 |      959.321 |    56821.332
   47638.074 |    10097.166 |    57735.240
   51593.979 |     6017.475 |    57611.454
   53209.111 |     4178.895 |    57388.006
   54562.483 |     2759.134 |    57321.617
   52956.425 |     4539.167 |    57495.592
   50825.040 |     7084.174 |    57909.214
   55607.991 |     1891.729 |    57499.721
   52421.090 |     5552.535 |    57973.625
   54881.034 |     2752.124 |    57633.157
   55406.266 |     2232.802 |    57639.068
   56366.231 |     1592.622 |    57958.853
   56709.901 |     1361.425 |    58071.326
   57327.792 |     1016.246 |    58344.039
   57324.876 |     1397.289 |    58722.166
   57826.306 |      927.776 |    58754.081
   55240.248 |     3995.573 |    59235.821
   55119.963 |     4337.731 |    59457.694
   56845.119 |     2423.122 |    59268.241
   56181.400 |     3170.859 |    59352.260
   56428.808 |     2889.285 |    59318.092
   54976.271 |     4537.010 |    59513.281
   57380.178 |     1974.396 |    59354.574
   58266.316 |     1033.226 |    59299.542
   56323.951 |     3408.239 |    59732.189
   58632.342 |     1151.193 |    59783.534
   53024.451 |     7568.010 |    60592.461
   57194.113 |     3014.058 |    60208.171
   53342.272 |     7339.698 |    60681.970
   55481.987 |     4991.158 |    60473.145
   56703.324 |     3691.606 |    60394.930
   53961.714 |     6764.479 |    60726.193
   56961.437 |     3551.869 |    60513.307
   59200.031 |     1283.469 |    60483.500
   55087.011 |     5753.095 |    60840.107
   58175.314 |     2407.101 |    60582.415
   55080.232 |     5796.939 |    60877.171
   59420.117 |     1103.875 |    60523.992
   57528.145 |     3210.821 |    60738.966
   57319.835 |     3604.593 |    60924.428
   54843.640 |     6447.985 |    61291.625
   58927.929 |     2038.229 |    60966.159
   59136.653 |     1930.716 |    61067.369
   55666.779 |     5691.012 |    61357.791
   59198.312 |     1950.800 |    61149.112
   56908.501 |     4447.833 |    61356.334
   52245.575 |     9830.649 |    62076.224
   57116.422 |     4465.071 |    61581.493
   60623.629 |      623.600 |    61247.229
   59567.264 |     1864.544 |    61431.807
   59061.341 |     2439.914 |    61501.255
   60392.981 |     1198.343 |    61591.324
   60690.762 |      907.014 |    61597.776
   59255.878 |     2572.274 |    61828.152
   59068.504 |     2780.374 |    61848.878
   60074.351 |     2283.118 |    62357.468
   61265.857 |     1112.806 |    62378.663
   61301.990 |     1076.487 |    62378.477
   60926.957 |     1581.627 |    62508.584
   57070.757 |     5921.376 |    62992.133
   61551.849 |     1083.821 |    62635.670
   53900.193 |     9624.090 |    63524.283
   60002.351 |     2937.835 |    62940.187
   59095.663 |     4072.612 |    63168.275
   61439.007 |     1506.566 |    62945.572
   61195.035 |     2203.445 |    63398.480
   54941.112 |     9341.075 |    64282.187
   60091.497 |     3696.736 |    63788.232
   60333.270 |     3415.697 |    63748.967
   60865.596 |     2870.720 |    63736.316
   56719.035 |     7754.845 |    64473.880
   62545.600 |     1400.894 |    63946.494
   63123.544 |     1007.359 |    64130.903
   61337.190 |     2926.629 |    64263.819
   61644.835 |     2582.085 |    64226.920
   62327.008 |     1956.114 |    64283.122
   62316.986 |     2044.973 |    64361.959
   60872.415 |     3711.842 |    64584.257
   64117.890 |      182.745 |    64300.635
   63551.669 |      917.468 |    64469.137
   62312.460 |     2284.435 |    64596.894
   62949.426 |     1671.035 |    64620.461
   60705.588 |     4130.862 |    64836.451
   64070.211 |      566.044 |    64636.255
   61561.886 |     3329.258 |    64891.145
   64061.370 |      845.133 |    64906.503
   63539.237 |     1686.428 |    65225.666
   61081.846 |     4416.878 |    65498.724
   60361.876 |     5247.394 |    65609.270
   62555.576 |     2912.501 |    65468.076
   60065.065 |     5761.593 |    65826.658
   60092.978 |     5880.906 |    65973.884
   64257.413 |     1651.923 |    65909.336
   60443.372 |     5988.594 |    66431.965
   63360.368 |     2821.468 |    66181.836
   64641.203 |     1485.542 |    66126.744
   61179.296 |     5459.527 |    66638.823
   60434.834 |     6263.558 |    66698.393
   61700.854 |     4857.987 |    66558.842
   60405.378 |     6366.139 |    66771.517
   59997.841 |     6958.940 |    66956.781
   65140.298 |     1335.956 |    66476.254
   63622.594 |     3187.805 |    66810.398
   64451.514 |     2254.989 |    66706.503
   66312.895 |      453.668 |    66766.562
   65332.526 |     1681.721 |    67014.247
   65272.297 |     2004.075 |    67276.372
   65928.546 |     1443.425 |    67371.971
   65102.185 |     2361.532 |    67463.717
   66846.337 |      579.137 |    67425.474
   63965.844 |     3846.568 |    67812.412
   64541.685 |     3196.270 |    67737.954
   62490.720 |     5424.513 |    67915.233
   66335.224 |     1360.518 |    67695.742
   64464.608 |     3466.879 |    67931.487
   64625.838 |     3417.328 |    68043.166
   64189.853 |     3979.260 |    68169.113
   66481.210 |     1619.648 |    68100.859
   66623.349 |     1662.297 |    68285.646
   63467.565 |     5170.849 |    68638.414
   64457.590 |     4080.859 |    68538.449
   66640.243 |     1811.173 |    68451.416
   67825.540 |      542.447 |    68367.988
   65049.871 |     3639.572 |    68689.444
   65676.260 |     3498.512 |    69174.773
   64583.804 |     4850.253 |    69434.058
   64088.921 |     5440.566 |    69529.488
   67374.715 |     1931.704 |    69306.418
   67405.287 |     1900.610 |    69305.897
   64231.689 |     5386.947 |    69618.636
   59947.908 |    10254.212 |    70202.120
   67672.867 |     2157.777 |    69830.644
   69233.801 |      556.717 |    69790.518
   65243.016 |     4863.835 |    70106.851
   67142.662 |     2860.990 |    70003.652
   62825.633 |     7582.080 |    70407.712
   62630.477 |     7907.653 |    70538.130
   68338.058 |     1780.695 |    70118.754
   68161.730 |     2079.498 |    70241.229
   67541.738 |     2889.522 |    70431.260
   67831.707 |     2967.693 |    70799.399
   67518.128 |     3537.995 |    71056.123
   68306.125 |     2753.845 |    71059.971
   68430.068 |     2896.104 |    71326.172
   66264.750 |     5389.903 |    71654.652
   70182.966 |     1148.942 |    71331.908
   70136.459 |     1668.104 |    71804.564
   68116.306 |     4163.798 |    72280.104
   69473.846 |     2693.564 |    72167.410
   66477.287 |     5959.678 |    72436.965
   70360.483 |     1925.744 |    72286.227
   68003.682 |     4517.137 |    72520.819
   69069.002 |     3305.461 |    72374.463
   66826.141 |     5931.962 |    72758.103
   69935.523 |     2518.218 |    72453.741
   70978.879 |     1513.381 |    72492.260
   69653.240 |     3010.629 |    72663.869
   70244.458 |     2393.513 |    72637.971
   71272.256 |     1482.537 |    72754.793
   69262.323 |     3817.171 |    73079.495
   68289.204 |     4953.638 |    73242.843
   71261.487 |     1754.804 |    73016.292
   72242.223 |      692.738 |    72934.960
   67633.625 |     5673.046 |    73306.671
   65931.847 |     7683.651 |    73615.498
   71731.837 |     1444.805 |    73176.642
   66271.258 |     7501.649 |    73772.907
   72313.914 |     1265.182 |    73579.095
   67893.357 |     6099.733 |    73993.090
   68594.885 |     5581.098 |    74175.984
   72332.581 |     1580.426 |    73913.007
   66481.058 |     7978.722 |    74459.779
   71981.868 |     2058.814 |    74040.682
   69139.930 |     5289.037 |    74428.967
   72388.173 |     1795.649 |    74183.822
   70622.757 |     3850.116 |    74472.873
   73756.540 |      406.610 |    74163.150
   69722.855 |     4835.992 |    74558.847
   72095.394 |     2506.133 |    74601.527
   69987.007 |     5437.371 |    75424.378
   72812.666 |     2399.481 |    75212.147
   68171.749 |     7503.715 |    75675.465
   70934.375 |     4677.104 |    75611.480
   72743.921 |     2767.767 |    75511.687
   73793.708 |     2200.405 |    75994.113
   74141.993 |     1886.116 |    76028.109
   74007.828 |     2050.474 |    76058.302
   72811.070 |     3368.711 |    76179.780
   73490.624 |     2694.703 |    76185.328
   69145.657 |     7426.114 |    76571.770
   72812.230 |     3605.639 |    76417.870
   72352.544 |     4136.251 |    76488.795
   72482.694 |     4043.185 |    76525.879
   74337.900 |     2157.935 |    76495.835
   70056.735 |     6969.479 |    77026.214
   72918.290 |     3856.243 |    76774.534
   69823.618 |     7385.123 |    77208.741
   71994.658 |     5119.190 |    77113.848
   72593.491 |     4602.010 |    77195.501
   76098.334 |      921.388 |    77019.722
   72241.542 |     5085.067 |    77326.609
   75914.810 |     1147.644 |    77062.454
   72236.774 |     5287.863 |    77524.637
   74175.359 |     3257.534 |    77432.892
   75088.418 |     2470.534 |    77558.952
   73754.858 |     3998.544 |    77753.402
   73415.292 |     4675.195 |    78090.488
   76094.960 |     1973.746 |    78068.706
   76154.501 |     1911.948 |    78066.450
   74242.188 |     3986.847 |    78229.035
   72878.330 |     5584.720 |    78463.050
   76896.548 |     1198.004 |    78094.552
   74531.113 |     3855.890 |    78387.003
   72935.908 |     5691.829 |    78627.737
   76502.839 |     2026.104 |    78528.943
   77414.536 |      986.819 |    78401.355
   77882.282 |      673.589 |    78555.871
   76918.178 |     1709.393 |    78627.570
   77144.040 |     1503.467 |    78647.506
   76639.571 |     2319.472 |    78959.043
   78553.647 |      380.548 |    78934.194
   77119.891 |     2016.794 |    79136.685
   73740.604 |     5781.696 |    79522.300
   76495.777 |     2899.670 |    79395.447
   73900.330 |     5857.314 |    79757.643
   76831.853 |     2728.815 |    79560.668
   75014.010 |     5008.335 |    80022.345
   75909.763 |     4086.036 |    79995.800
   78549.673 |     1268.788 |    79818.461
   76127.652 |     4125.808 |    80253.460
   78811.923 |     1204.129 |    80016.052
   78407.174 |     1709.596 |    80116.770
   75336.426 |     5067.670 |    80404.096
   78120.514 |     2067.231 |    80187.745
   76635.907 |     3699.727 |    80335.634
   77990.875 |     2359.288 |    80350.163
   78919.678 |     1381.529 |    80301.207
   78610.551 |     1855.928 |    80466.479
   78231.675 |     2342.369 |    80574.044
   79701.144 |      771.849 |    80472.992
   79633.509 |     1265.200 |    80898.709
   78409.825 |     2574.095 |    80983.921
   75218.687 |     6128.961 |    81347.648
   77875.349 |     3307.473 |    81182.823
   79093.484 |     2021.965 |    81115.449
   79852.763 |     1169.698 |    81022.462
   76909.849 |     4527.327 |    81437.175
   77986.420 |     3393.235 |    81379.655
   77604.557 |     3860.960 |    81465.517
   79296.730 |     2429.402 |    81726.133
   80114.679 |     1641.182 |    81755.861
   80874.240 |      876.249 |    81750.489
   80380.630 |     1506.815 |    81887.445
   79538.022 |     2531.012 |    82069.033
   80680.787 |     1311.978 |    81992.766
   79961.977 |     2132.887 |    82094.864
   78513.710 |     3817.835 |    82331.545
   81090.907 |     1133.671 |    82224.578
   80705.043 |     1597.635 |    82302.678
   80315.327 |     2187.736 |    82503.063
   76858.648 |     6244.053 |    83102.701
   80694.768 |     2044.954 |    82739.722
   79021.161 |     3972.713 |    82993.874
   80981.299 |     1772.898 |    82754.197
   79940.097 |     2989.597 |    82929.693
   80981.951 |     1838.525 |    82820.475
   81883.295 |      928.014 |    82811.309
   76239.183 |     7236.039 |    83475.223
   76118.429 |     7540.555 |    83658.984
   79949.514 |     3341.486 |    83290.999
   79931.562 |     3559.964 |    83491.526
   80856.803 |     2533.729 |    83390.532
   75498.422 |     8708.181 |    84206.603
